url1,url,name,adresse,rating,rater,latlong,description,city
https://www.booking.com/searchresults.fr.html?ss=lyon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/mihotel-tour-rose.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=cef753a4321200dc&srepoch=1661082825&from=searchresults,Hôtel,"22 Rue du Bœuf, 5e arr., 69005 Lyon, France",8.6,622,"['45.76272500,4.82682000']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement MiHotel Tour Rose !  Connectez-vous ou inscrivez-vous  pour économiser.  Le MiHotel Tour Rose est idéalement situé dans le 5e arrondissement de Lyon. Vous séjournerez à 600 mètres du théâtre romain de Fourvière, à moins de 1 km de la basilique Notre-Dame de Fourvière et à 11 minutes à pied du musée des Beaux-Arts de Lyon. L’établissement se trouve également à environ 2,3 km du musée Miniature et Cinéma, à 7 km du musée des Confluences et à 3,3 km de la place des Terreaux. Une connexion Wi-Fi gratuite et une réception ouverte 24h/24 sont à votre disposition.  Les chambres comprennent la climatisation, une armoire, une bouilloire, un réfrigérateur, un micro-ondes, un coffre-fort, une télévision à écran plat et une salle de bains privative avec douche. Toutes les chambres comportent également une machine à café, une armoire et une bouilloire. Certaines possèdent un balcon, tandis que d'autres offrent aussi une vue sur le jardin. Chaque logement du MiHotel Tour Rose est doté de peignoirs et d’une station d’accueil pour iPod.  Vous pourrez déguster un petit-déjeuner continental sur place.  L’aéroport de Lyon-Saint-Exupéry, le plus proche, est à 30 km. Un service de navette aéroport est assuré, moyennant des frais supplémentaires. ",lyon
https://www.booking.com/searchresults.fr.html?ss=lyon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/lyon-ouest-lyon.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=cef753a4321200dc&srepoch=1661082825&from=searchresults,Hôtel,"50, Quai Professeur Paul Sédallian, 9e arr., 69009 Lyon, France",8.6,1148,"['45.78860800,4.81467600']","Situé sur les rives de la Saône, à 6 km de la place Bellecour, l'Hôtel Lyon-ouest propose 102 chambres, un restaurant, un bar et une salle de sport. ll possède une réception ouverte 24h/24. Une connexion Wi-Fi est accessible gratuitement dans l'ensemble des locaux.  Toutes les chambres disposent de la climatisation ainsi que d'une télévision à écran plat avec Canal + et beIN Sports. Les salles de bains privatives sont munies d'articles de toilette gratuits et d'un sèche-cheveux.  Un petit-déjeuner buffet vous sera servi tous les matins. Vous pourrez déguster de la cuisine italienne au restaurant sur place.  La vieille ville de Lyon vous attend à 15 minutes de route de l'Hôtel Lyon-ouest, tandis que Lyon-Vaise se trouve à 2 km. L'aéroport de Lyon-Saint-Exupéry est situé à une demi-heure en voiture. ",lyon
https://www.booking.com/searchresults.fr.html?ss=lyon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/la-suite-terreaux-lyon.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=cef753a4321200dc&srepoch=1661082825&from=searchresults,Appartement,"2 RUE D ALGERIE , 1er arr., 69001 Lyon, France",9.5,42,"['45.76704456,4.83057831']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement La Suite Terreaux !  Connectez-vous ou inscrivez-vous  pour économiser.  Dans le 1er arr. Quartier de Lyon, proche du Musée des Beaux-Arts de Lyon, La Suite Terreaux dispose d'une connexion Wi-Fi gratuite et d'un lave-linge. Offrant une vue sur la ville, il se trouve à 1,2 km du théâtre romain de Fourvière et à 1,4 km du musée Miniature et Cinéma.  L'appartement comprend 2 chambres, 2 salles de bains, du linge de lit, des serviettes, une télévision par satellite à écran plat, un coin repas, une cuisine entièrement équipée et un balcon avec vue sur la rivière. Pour plus de commodité, l'établissement peut fournir des serviettes et du linge de lit moyennant des frais supplémentaires.  Vous séjournerez à proximité de la basilique Notre-Dame de Fourvière, de la place des Terreaux et de l'opéra national de Lyon. L'aéroport de Lyon-Saint-Exupéry, le plus proche, est à 29 km. ",lyon
https://www.booking.com/searchresults.fr.html?ss=lyon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/novotel-lyon-gerland.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=cef753a4321200dc&srepoch=1661082825&from_sustainable_property_sr=1&from=searchresults,Hôtel,"70 Avenue Leclerc, 7e arr., 69007 Lyon, France",7.6,2773,"['45.73319500,4.82368800']","Situé à Lyon, sur les rives du Rhône, le Novotel Lyon Gerland Musée des Confluences vous accueille à 50 mètres de la salle de concert Halle Tony-Garnier, à 5 minutes à pied du musée des Confluences et à 6 minutes en tramway du centre commercial.  L’établissement propose une piscine extérieure avec terrasse et une connexion Wi-Fi gratuite.  Présentant une décoration moderne, les chambres du Novotel Lyon Gerland comprennent la climatisation, un minibar ainsi, un coffre-fort, ainsi qu’une télévision à écran plat avec chaînes les Canal+ et beIN Sport gratuites. Toutes les chambres sont dotées d’une bouilloire. Les suites sont également pourvues d’une machine à café Nespresso. Un plateau de courtoisie et une bouteille d’eau gratuite sont fournis.  Un petit-déjeuner buffet est servi tous les matins dans le coin repas du café Novotel. Le restaurant de l'hôtel sert une gamme de plats français et donne sur la piscine et le jardin.  Par ailleurs, la station de tramway Halle Tony-Garnier, à 5 minutes de marche, dessert directement la gare de Lyon Part-Dieu, ainsi que la gare et la station de métro Perrache. Le Vieux Lyon est à 15 minutes de route de l’hôtel et le stade de Gerland à 1,5 km. L’autoroute A7 se trouve à 2 minutes en voiture. Enfin, un parking privé sécurisé et couvert est accessible sur place, moyennant des frais supplémentaires. ",lyon
https://www.booking.com/searchresults.fr.html?ss=lyon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/residence-hoteliere-temporim-cite-internationale.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=cef753a4321200dc&srepoch=1661082825&from=searchresults,Appart'hôtel,"35 Quai Charles de Gaulle, 6e arr., 69006 Lyon, France",7.8,3296,"['45.78501661,4.85641569']","La Residence Montempo Lyon Cite Internationale propose un appart'hôtel à proximité du parc de la Tête d'Or, au cœur du quartier du centre des congrès et à 15 minutes de route du centre-ville de Lyon. Elle se trouve au bord du Rhône et possède une terrasse bien exposée offrant une vue sur le parc. Une connexion Wi-Fi est accessible gratuitement dans l’ensemble des locaux.  Tous les studios et appartements de la Residence Montempo Lyon Cite Internationale sont climatisés et comprennent une kitchenette entièrement équipée avec un micro-ondes, un lave-vaisselle et un coin repas. Ils disposent également d’une télévision par satellite à écran plat et d’un coffre-fort. Leur salle de bains privative est pourvue d’une douche, de toilettes et d’un sèche-cheveux.  La Residence Montempo sert un petit-déjeuner buffet tous les matins. Vous pourrez le prendre dans le coin repas ou sur la terrasse bien exposée.  La réception de cet appart’hôtel est ouverte 24h/24. Une salle de billard est également à votre disposition sur place.  La Residence Montempo Lyon Cite Internationale se trouve à proximité du musée d'art contemporain et du palais des congrès de Lyon. La gare de Lyon-Part-Dieu est accessible en 10 minutes en bus. ",lyon
https://www.booking.com/searchresults.fr.html?ss=lyon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/hoteldesrempartsperrache.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=cef753a4321200dc&srepoch=1661082825&from=searchresults,Hôtel,"19, Place Carnot (côté Saône ), 2e arr., 69002 Lyon, France",7.9,1977,"['45.75055386,4.82641786']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hotel Des Remparts Perrache !  Connectez-vous ou inscrivez-vous  pour économiser.  L'Hotel Des Remparts Perrache vous accueille à Lyon, dans le quartier de la Presqu'île, à seulement 50 mètres de la station de métro Perrache et de la gare SNCF, ainsi qu'à 900 mètres de la place Bellecour. Il a été rénové en juillet 2016.   Les chambres de l'Hotel Des Remparts Perrache comprennent une salle de bains privative pourvue d'articles de toilette gratuits, une connexion Wi-Fi, ainsi qu'une télévision par satellite avec les chaînes des bouquets Canal Sat, Eurosport et BBC. Elles offrent une vue sur la place Carnot ou la cour de l'hôtel.   Chaque matin, l'Hotel Des Remparts Perrache un petit-déjeuner buffet composé de plats chauds sucrés et salés, tels que des crêpes, une salade de fruits frais, du fromage et de la charcuterie. Vous le dégusterez dans le coin repas, ou en chambre sur demande.  L'établissement comporte une salle de réunion pouvant accueillir jusqu'à 30 personnes.  L'Hotel Des Remparts Perrache bénéficie d'un accès facile aux restaurants, magasins et lieux d'intérêt de la ville. Le Vieux-Lyon, la basilique Notre-Dame de Fourvière et les ruines romaines se trouvent à 2 km.  ",lyon
https://www.booking.com/searchresults.fr.html?ss=lyon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/radisson-blu-hotel-lyon.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=9&sr_order=popularity&srpvid=cef753a4321200dc&srepoch=1661082825&from_sustainable_property_sr=1&from=searchresults,Hôtel,"129 rue Servient, 3e arr., 69003 Lyon, France",8.0,6820,"['45.76106379,4.85515237']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement Radisson Blu Hotel, Lyon !  Connectez-vous  pour économiser.  Situé à 300 mètres de la gare Part-Dieu, l'établissement Radisson Blu Hotel, Lyon est doté d'un restaurant-bar offrant une vue panoramique sur Lyon depuis le 32ème étage de l'emblématique tour Part-Dieu. Il propose une salle de sport et une connexion Wi-Fi gratuite dans l'ensemble de ses locaux. Un parking privé est disponible sur place moyennant des frais supplémentaires.  Toutes les chambres sont climatisées et offrent une vue panoramique sur Lyon. Elles disposent d'un coin salon avec télévision à écran plat, d'une salle de bains privative et d'un coffre-fort pour ordinateur portable.  Un petit-déjeuner buffet est servi chaque matin au Celest Bar & Restaurant. Vous pourrez savourer une cuisine internationale et créative pour le déjeuner ou le dîner. Vous pourrez également accéder à la boutique du restaurant tout au long de la journée.  Le centre commercial Part-Dieu est à 100 mètres et la station de métro à 200 mètres. Les autoroutes A6, A7, A42 et A43 sont accessibles en 20 minutes de route depuis l'hôtel. L'aéroport de Lyon-Saint-Exupéry, le plus proche, est à 27 km du Radisson Blu Hotel Lyon. ",lyon
https://www.booking.com/searchresults.fr.html?ss=lyon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/greet-hotel-lyon-confluence.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=cef753a4321200dc&srepoch=1661082825&from_sustainable_property_sr=1&from=searchresults,Hôtel,"26, cours De Verdun Perrache, 2e arr., 69002 Lyon, France",8.0,1656,"['45.74845800,4.82775300']","Doté d'une terrasse, d'un restaurant et d'un bar, le Greet Hotel Lyon Confluence propose des hébergements avec une connexion Wi-Fi gratuite dans le quartier de la Presqu'île de Lyon. Situé à 18 minutes de marche de la place Bellecour, l'hôtel possède également une réception ouverte 24/24, une salle de sport et une bibliothèque.  Toutes ses chambres disposent de la climatisation et d'une télévision par satellite à écran plat. Elles comprennent aussi un plateau de courtoisie ainsi qu'une salle de bains privative pourvue d'une douche et d'un sèche-cheveux.  Un petit-déjeuner buffet est servi chaque jour.  Vous pourrez rejoindre la basilique Notre-Dame de Fourvière et le musée des beaux-arts de Lyon en moins de 11 minutes en voiture. L'hôtel Greet Hotel Lyon Confluence se trouve par ailleurs à 24 minutes de route d'Eurexpo, à 230 mètres de la gare de Lyon-Perrache et à 31 km de l'aéroport de Lyon Saint-Saint-Exupéry. ",lyon
https://www.booking.com/searchresults.fr.html?ss=lyon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/mob-lyon-confluence.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=3&sr_order=popularity&srpvid=cef753a4321200dc&srepoch=1661082825&from_sustainable_property_sr=1&from=searchresults,Hôtel,"55 Quai Rambaud, 2e arr., 69002 Lyon, France",8.0,5934,"['45.73461430,4.81598540']"," Vous pouvez bénéficier d'une réduction Genius dans l'établissement MOB HOTEL Lyon Confluence !  Connectez-vous ou inscrivez-vous  pour économiser.  Installé à 2 minutes à pied du musée des Confluences et à 10 minutes de marche d’un centre commercial, le MOB HOTEL Lyon Confluence vous propose un restaurant et une connexion Wi-Fi gratuite dans l’ensemble de ses locaux. L’hôtel dispose d’une terrasse et vous pourrez déguster vos repas dans la cantine bio italienne en libre-service. Vous pourrez profiter d’un buffet bio avec un choix limité, mais incluant uniquement des produits de qualité.  Les suites disposent d’un coin salon, d’un réfrigérateur, d’une machine à café et de toilettes séparées. Les chambres doubles sont pourvues d’un bureau. Tous les logements sont climatisés et comprennent un coffre-fort ainsi qu’une salle de bains privative.  La réception de l’hôtel est ouverte 24h/24. Des séances de yoga, de gymnastique suédoise et de pilates sont organisées sur place. Le MOB HOTEL Lyon Confluence possède également un magasin éphémère.  Le MOB HOTEL Lyon Confluence se trouve à 5 minutes de marche de l’arrêt de tramway Musée des Confluences et à 1,6 km du stade de Gerland. Vous pourrez rejoindre le centre culturel La Sucrière en 2 minutes à pied. L’aéroport de Lyon-Saint-Exupéry est, quant à lui, situé à 21 km. Une borne de recharge pour les voitures électriques est à votre disposition sur place. ",lyon
https://www.booking.com/searchresults.fr.html?ss=lyon&rows=25&offset=0&order=popularity,https://www.booking.com/hotel/fr/mon-appart-a-gerland-iv.fr.html?aid=304142&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=4&sr_order=popularity&srpvid=cef753a4321200dc&srepoch=1661082825&from_sustainable_property_sr=1&from=searchresults,Appartement,"83 Boulevard Yves Farge, 7e arr., 69007 Lyon, France",8.6,7,"['45.73455100,4.82634000']","Doté d'une connexion Wi-Fi gratuite et offrant une vue sur la ville, le Mon Appart A GERLAND IV est un hébergement situé à Lyon, à seulement 2 km du musée des Confluences et à 600 mètres de la Halle Tony Garnier. Il se trouve à 5 km du musée des beaux-arts de Lyon et de la basilique Notre-Dame de Fourvière.  Cet appartement comprend 4 chambres, une télévision à écran plat, un lave-linge et une salle de bains pourvue d'une douche. Sa cuisine est équipée d'un micro-ondes et d'un lave-vaisselle. Les serviettes et le linge de lit sont fournis.  Vous séjournerez à 4,2 km du musée Miniature et Cinéma et à 5 km du théâtre romain de Fourvière. L'aéroport de Lyon-Saint-Exupéry, le plus proche, est implanté à 29 km. ",lyon
